idx,rsmi,psmi,ea,dh
8218,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@:4]1([C:5](=[O:6])[H:14])[H:13])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]([H:11])([H:12])[H:14])([C:4](=[C:5]=[O:6])[H:13])[H:10])([H:7])([H:8])[H:9],46.4308347816753,-8.55617843989361
8219,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@:4]1([C:5](=[O:6])[H:14])[H:13])([H:7])([H:8])[H:9],[C:1](/[C:2](=[C:3]([C:4](=[C:5](/[O:6][H:11])[H:14])\[H:13])/[H:12])[H:10])([H:7])([H:8])[H:9],43.2632173000699,2.6078872090028400
8220,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@:4]1([C:5](=[O:6])[H:14])[H:13])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[C-:3]([H:11])[C@:4]1([C:5]#[O+:6])[H:13])([H:7])([H:8])[H:9].[H:12][H:14],103.583484521332,73.5505004158001
8221,[O:1]=[C:2]([O:3][C:4]1([H:8])[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])[H:7],[O:1]([C-:2]=[O+:3][C:4]1([H:8])[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])[H:7],75.5278343211243,48.039195916134400
8222,[O:1]=[C:2]([O:3][C:4]1([H:8])[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])[H:7],[O:1]=[C:2]([H:7])[H:8].[O:3]=[C:4]1[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12],68.4218834459492,30.5693665314415
8223,[O:1]=[C:2]([O:3][C:4]1([H:8])[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])[H:7],[O:1]([C:2]([O:3][C:4]1([H:8])[C:5]([H:10])=[C:6]1[H:12])([H:7])[H:9])[H:11],80.29632385623070,53.1436818100292
8224,[O:1]=[C:2]([O:3][C:4]1([H:8])[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])[H:7],[O:1]=[C:2]([C:6]([C:5]([C:4](=[O:3])[H:8])([H:9])[H:10])([H:11])[H:12])[H:7],56.3073401220621,-10.4202347241698
8225,[O:1]=[C:2]([O:3][C:4]1([H:8])[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])[H:7],[O+:1]#[C-:2].[O:3]([C:4]1([H:8])[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])[H:7],61.2763942552755,16.9476179506958
8226,[O:1]=[C:2]([O:3][C:4]1([H:8])[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])[H:7],[O+:1]#[C-:2].[O:3]=[C:4]([C:5]([C:6]([H:7])([H:11])[H:12])([H:9])[H:10])[H:8],48.7173349332689,-8.97830746342757
8227,[O:1]=[C:2]([O:3][C:4]1([H:8])[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])[H:7],[O+:1]1=[C:2]([H:7])[O:3][C@@:4]([C:5]([H:9])([H:10])[H:11])([H:8])[C-:6]1[H:12],65.2551653767686,49.760951885588
8228,[O:1]=[C:2]([O:3][C:4]1([H:8])[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])[H:7],[O:1]=[C:2]([O:3][C:4]([C:6]([C:5][H:9])([H:11])[H:12])([H:8])[H:10])[H:7],73.20949398575710,72.7456222112933
8229,[O:1]=[C:2]([O:3][C:4]1([H:8])[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])[H:7],[C:4]1([H:8])=[C:6]([H:12])[C:5]1([H:9])[H:10].[O:1]([C:2](=[O:3])[H:7])[H:11],50.802957639838100,34.4119230397338
8230,[O:1]=[C:2]([O:3][C:4]1([H:8])[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])[H:7],[O:1]=[C:2]([H:7])[H:11].[O:3]=[C:4]([C:6](=[C:5]([H:9])[H:10])[H:12])[H:8],64.0478016446947,14.9321172770291
8231,[O:1]=[C:2]([O:3][C:4]1([H:8])[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])[H:7],[O:1]=[C:2]([O+:3]=[C-:4][C:6]([C:5]([H:8])([H:9])[H:10])([H:11])[H:12])[H:7],57.4821144481014,44.4957313786724
8232,[O:1]=[C:2]([O:3][C:4]1([H:8])[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])[H:7],[C:5](=[C:6]([H:11])[H:12])([H:9])[H:10].[O:1]=[C:2]([C:4](=[O:3])[H:8])[H:7],65.0605125856568,16.8522226039957
8233,[O:1]=[C:2]([O:3][C:4]1([H:8])[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])[H:7],[O:1]=[C:2]([C:6]([O:3][C:4](=[C:5]([H:9])[H:10])[H:8])([H:11])[H:12])[H:7],97.30755873148,13.058152063712
8234,[O:1]=[C:2]([O:3][C:4]1([H:8])[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])[H:7],[O:1]=[C:2]([O:3][C@:4]([C:5][H:10])([C:6]([H:9])([H:11])[H:12])[H:8])[H:7],65.1734321389531,65.06631986277410
8235,[O:1]=[C:2]([O:3][C:4]1([H:8])[C:5]([H:9])([H:10])[C:6]1([H:11])[H:12])[H:7],[O:1]([C:2](=[O:3])[H:7])[C:6]([C:4](=[C:5]([H:9])[H:10])[H:8])([H:11])[H:12],43.6185041204015,-7.0898025689112400
8236,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[O:4][C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9],[C:1](=[C:2]([C:3]([O:4][C:5]([O:6][H:8])([H:13])[H:14])([H:11])[H:12])[H:10])([H:7])[H:9],58.31796459478370,13.412567540743600
8237,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[O:4][C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C@@:2]([C:3]([O+:4]=[C-:5][H:13])([H:11])[H:12])([O:6][H:14])[H:10])([H:7])([H:8])[H:9],68.37295957717880,60.22760832295070
8238,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[O:4][C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[O:4]1)([H:7])([H:8])[H:9].[C:5](=[O:6])([H:13])[H:14],63.9521034006644,24.4873977066825
8239,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[O:4][C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C-:2]1[C:3]([H:11])([H:12])[O+:4]=[C:5]([H:14])[O:6]1)([H:7])([H:8])[H:9].[H:10][H:13],69.1444338834971,62.0811323715871
8240,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[O:4][C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[C-:3]([H:12])[O+:4]=[C:5]([H:14])[O:6]1)([H:7])([H:8])[H:9].[H:11][H:13],69.38226803014350,61.99809906305120
8241,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[O:4][C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]([C:3](=[O:4])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9].[C:5](=[O:6])([H:13])[H:14],53.6150358448174,0.49319825752749200
8242,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[O:4][C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C@@:2]([C:3]([O:4][H:14])([H:11])[H:12])([O+:6]=[C-:5][H:13])[H:10])([H:7])([H:8])[H:9],67.4844110419695,59.457268478389400
8243,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[O:4][C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]1=[C:3]([H:11])[O:4][C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9].[H:10][H:12],88.9092304017825,21.2116511827725
8244,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[O:4][C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C:2](=[C:3]([H:11])[H:12])[O:6][C:5]([O:4][H:10])([H:13])[H:14])([H:7])([H:8])[H:9],64.88781866803580,4.05411864065608
8245,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[O:4][C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])=[O:6])([H:7])([H:8])[H:9].[O:4]=[C:5]([H:13])[H:14],64.7757008793433,-7.3384185859762500
8246,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[O:4][C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[C-:3]=[O+:4][C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9].[H:11][H:12],73.06824045193600,55.7072552239676
8247,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[O:4][C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]([O:6][C:5]([O+:4]=[C-:3][H:11])([H:13])[H:14])([H:10])[H:12])([H:7])([H:8])[H:9],70.007842590805,61.3561125238241
8248,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[O:4][C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9],[C-:2]1=[O+:6][C:5]([H:13])([H:14])[O:4][C:3]1([H:11])[H:12].[C:1]([H:7])([H:8])([H:9])[H:10],69.9860639953343,46.8112472815948
8249,[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([O:5][C:6]([H:16])([H:17])[H:18])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3](=[C:4]([H:14])[H:15])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9].[H:13][H:17].[O:5]=[C:6]([H:16])[H:18],58.964112809765200,29.9243488222951
8250,[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([O:5][C:6]([H:16])([H:17])[H:18])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([H:7])([H:8])([H:9])[H:17].[C:2](=[C:3]([C:4]([H:13])([H:14])[H:15])[H:12])([H:10])[H:11].[O:5]=[C:6]([H:16])[H:18],90.5501800769985,17.4095018238738
8251,[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([O:5][C:6]([H:16])([H:17])[H:18])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C-:3]([C:4]([H:13])([H:14])[H:15])=[O+:5][C:6]([H:16])([H:17])[H:18].[C:1]([C:2]([H:10])([H:11])[H:12])([H:7])([H:8])[H:9],70.0373333324455,53.472166670969
8252,[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([O:5][C:6]([H:16])([H:17])[H:18])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3][H:12])([H:10])[H:11])([H:7])([H:8])[H:9].[C:4]([O:5][C:6]([H:16])([H:17])[H:18])([H:13])([H:14])[H:15],112.146242679172,89.49743796615550
8253,[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([O:5][C:6]([H:16])([H:17])[H:18])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3](=[O+:5][C-:6]([H:16])[H:18])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9].[C:4]([H:13])([H:14])([H:15])[H:17],74.3173544464258,54.677371047157700
8254,[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([O:5][C:6]([H:16])([H:17])[H:18])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1](/[C:2](=[C:3](/[C:4]([H:13])([H:14])[H:15])[H:12])[H:11])([H:7])([H:8])[H:9].[H:10][H:17].[O:5]=[C:6]([H:16])[H:18],57.2750551374974,26.839010408582500
8255,[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([O:5][C:6]([H:16])([H:17])[H:18])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]([C:4]([H:13])([H:14])[H:15])=[O+:5][C-:6]([H:16])[H:18])([H:10])[H:11])([H:7])([H:8])[H:9].[H:12][H:17],65.2068002549252,59.756008719311300
8256,[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([O:5][C:6]([H:16])([H:17])[H:18])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C-:1]([C:2]([C:3](=[O+:5][C:6]([H:16])([H:17])[H:18])[H:12])([H:10])[H:11])([H:7])[H:9].[C:4]([H:8])([H:13])([H:14])[H:15],91.29633674239160,81.3189705838343
8257,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])/[C:4](=[N:5]/[H:13])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C:2](=[C:3]([H:11])[H:12])[H:10])([H:7])([H:8])[H:9].[C:4](=[N:5][H:13])=[O:6],38.4900942864208,-10.160664453780800
8258,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])/[C:4](=[N:5]/[H:13])[O:6]1)([H:7])([H:8])[H:9],[C-:2]1=[O+:6]/[C:4](=[N:5]\[H:13])[C:3]1([H:11])[H:12].[C:1]([H:7])([H:8])([H:9])[H:10],79.9732661035506,62.9522664817406
8259,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])/[C:4](=[N:5]/[H:13])[O:6]1)([H:7])([H:8])[H:9],[C+:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@@:4]([N-:5][H:13])([H:7])[O:6]1)([H:8])[H:9],91.6784988671837,88.0484580437795
8260,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])/[C:4](=[N:5]/[H:13])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C:2](=[O:6])[H:10])([H:7])([H:8])[H:9].[C:3](=[C:4]=[N:5][H:13])([H:11])[H:12],49.3474901924268,13.433352147814900
8261,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])/[C:4](=[N:5]/[H:13])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[C:3]([H:12])=[C:4]([N:5]([H:11])[H:13])[O:6]1)([H:7])([H:8])[H:9],80.7336782822678,20.107793132694600
8262,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])/[C:4](=[N:5]/[H:13])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C@@:2]([C:3]([C:4]#[N:5])([H:11])[H:12])([O:6][H:13])[H:10])([H:7])([H:8])[H:9],62.059584726098600,-6.482098746739270
8263,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])/[C:4](=[N:5]/[H:13])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C@:3]([C:2](=[O:6])[H:10])(/[C:4](=[N:5]/[H:13])[H:11])[H:12])([H:7])([H:8])[H:9],88.344092963612,-0.014567957957822000
8264,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])/[C:4](=[N:5]/[H:13])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[O:6]1)([H:7])([H:8])[H:9].[C:4]=[N:5][H:13],91.7361682515358,35.3636636322245
8265,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])/[C:4](=[N:5]/[H:13])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C@@:2]([C:3](=[C:4]=[N:5][H:13])[H:11])([O:6][H:12])[H:10])([H:7])([H:8])[H:9],78.02942138290740,17.7206888040397
8266,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])/[C:4](=[N:5]/[H:13])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C:2][H:10])([H:7])([H:8])[H:9].[C:3]1([H:11])([H:12])/[C:4](=[N:5]/[H:13])[O:6]1,117.73205687474,109.711875451901
8267,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])/[C:4](=[N:5]/[H:13])[O:6]1)([H:7])([H:8])[H:9],[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[C@:3]1([H:12])/[C:4](=[N:5]/[H:13])[O:6]2.[H:7][H:11],111.44857229700200,45.343730026313300
8268,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])/[C:4](=[N:5]/[H:13])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[C@:3]([C:4]#[N:5])([H:11])[O:6]1)([H:7])([H:8])[H:9].[H:12][H:13],107.52734075519300,28.4247584865794
8269,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])/[C:4](=[N:5]/[H:13])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C:3](/[C:4](=[N:5]/[H:13])[O+:6]=[C-:2][H:10])([H:11])[H:12])([H:7])([H:8])[H:9],115.454053380909,58.32131812221970
8270,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])/[C:4](=[N:5]/[H:13])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C:3]([C:2](=[O:6])[H:10])([H:11])[H:12])([H:7])([H:8])[H:9].[C:4]=[N:5][H:13],93.01176052501540,13.029736272144600
8271,[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])/[C:4](=[N:5]/[H:13])[O:6]1)([H:7])([H:8])[H:9],[C:1]([C:2]([O:6][C:4]1=[C:3]([H:11])[N:5]1[H:13])([H:10])[H:12])([H:7])([H:8])[H:9],79.5639721579616,67.91487333959740
8272,[C:1]([C:2]([O:3]/[C:4](=[N:5]/[C:6]([H:13])([H:14])[H:15])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2](/[C:4]([O:3][H:12])=[N:5]/[C:6]([H:13])([H:14])[H:15])([H:10])[H:11])([H:7])([H:8])[H:9],106.624600891835,-4.60838411230875
8273,[C:1]([C:2]([O:3]/[C:4](=[N:5]/[C:6]([H:13])([H:14])[H:15])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([N:5]([C:4](=[O:3])[H:12])[C:6]([H:13])([H:14])[H:15])([H:10])[H:11])([H:7])([H:8])[H:9],42.2357233565749,-17.609384743097800
8274,[C:1]([C:2]([O:3]/[C:4](=[N:5]/[C:6]([H:13])([H:14])[H:15])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C-:4](=[N+:5]=[C:6]([H:13])[H:15])[H:12].[C:1]([C:2]([O:3][H:14])([H:10])[H:11])([H:7])([H:8])[H:9],77.4251994635506,49.427220831578
8275,[C:1]([C:2]([O:3]/[C:4](=[N:5]/[C:6]([H:13])([H:14])[H:15])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C-:4]#[N+:5][C:6]([H:13])([H:14])[H:15].[C:1]([C:2](=[O:3])[H:10])([H:7])([H:8])[H:9].[H:11][H:12],68.6640310569482,31.3077941807112
8276,[C:1]([C:2]([O:3]/[C:4](=[N:5]/[C:6]([H:13])([H:14])[H:15])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([O:3][C:4]([N:5]=[C:6]([H:13])[H:15])([H:12])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],76.84542751166910,16.075303750994800
8277,[C:1]([C:2]([O:3]/[C:4](=[N:5]/[C:6]([H:13])([H:14])[H:15])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([N:5]([C:4](=[O+:3][C-:2]([H:10])[H:11])[H:12])[C:6]([H:13])([H:14])[H:15])([H:7])([H:8])[H:9],86.84444373201550,61.2155742654006
8278,[C:1]([C:2]([O:3]/[C:4](=[N:5]/[C:6]([H:13])([H:14])[H:15])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([O+:3]=[C:4]([N:5]([C-:6]([H:13])[H:15])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],75.2130782064704,48.6840293352659
8279,[C:1]([C:2]([O:3]/[C:4](=[N:5]/[C:6]([H:13])([H:14])[H:15])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1](=[C:2]([H:10])[H:11])([H:7])[H:9].[O:3]=[C:4]([N:5]([C:6]([H:13])([H:14])[H:15])[H:8])[H:12],35.2056628125125,0.7770420688526340
8280,[C:1]([C:2]([O:3]/[C:4](=[N:5]/[C:6]([H:13])([H:14])[H:15])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([O+:3]=[C-:4][N:5]([C:6]([H:13])([H:14])[H:15])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],77.5360903705003,40.2964055800616
8281,[C:1]([C:2]([O:3]/[C:4](=[N:5]/[C:6]([H:13])([H:14])[H:15])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C-:2](=[O+:3]/[C:4](=[N:5]/[C:6]([H:13])([H:14])[H:15])[H:12])[H:10].[C:1]([H:7])([H:8])([H:9])[H:11],79.886726078121,72.16898933168020
8282,[C:1]([C:2]([O:3]/[C:4](=[N:5]/[C:6]([H:13])([H:14])[H:15])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([O:3][C:6]([H:13])([H:14])[H:15])([H:10])[H:11])([H:7])([H:8])[H:9].[C:4](#[N:5])[H:12],82.19811923461510,14.0503948489164
8283,[C:1]([C:2]([O:3]/[C:4](=[N:5]/[C:6]([H:13])([H:14])[H:15])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],[C:1]([C:2]([O:3][C-:4]=[N+:5]=[C:6]([H:13])[H:15])([H:10])[H:11])([H:7])([H:8])[H:9].[H:12][H:14],64.3074726732743,52.387633364700600
8284,[O:1]=[c:2]1[n:3]([H:7])[c:4]([H:8])[c:5]([H:9])[o:6]1,[O:1]=[C:2]1[N+:3]([H:7])([H:8])[C-:4]=[C:5]([H:9])[O:6]1,87.40805709991960,69.5131181594211
8285,[O:1]=[c:2]1[n:3]([H:7])[c:4]([H:8])[c:5]([H:9])[o:6]1,[O:1]=[C:2]=[N:3][C:4]([C:5](=[O:6])[H:9])([H:7])[H:8],59.2035107506913,1.79978215651916
8286,[O:1]=[c:2]1[n:3]([H:7])[c:4]([H:8])[c:5]([H:9])[o:6]1,[O:1]=[C:2]1[C@@:5](/[C:4](=[N:3]/[H:7])[H:8])([H:9])[O:6]1,73.5974331063729,40.350447963368
8287,[O:1]=[c:2]1[n:3]([H:7])[c:4]([H:8])[c:5]([H:9])[o:6]1,[N:3](=[C:4](/[C:5](=[O:6])[H:9])[H:8])\[H:7].[O+:1]#[C-:2],50.9534280478334,33.9405729734588
8288,[O:1]=[c:2]1[n:3]([H:7])[c:4]([H:8])[c:5]([H:9])[o:6]1,[N:3](=[C:4]=[C:5]([H:8])[H:9])[H:7].[O:1]=[C:2]=[O:6],69.8168717293548,2.6165219173594000
8289,[O:1]=[c:2]1[n:3]([H:7])[c:4]([H:8])[c:5]([H:9])[o:6]1,[C:4](=[C:5]=[O:6])([H:8])[H:9].[O:1]=[C:2]=[N:3][H:7],70.96133306060340,11.8959037366066
8290,[O:1]=[c:2]1[n:3]([H:7])[c:4]([H:8])[c:5]([H:9])[o:6]1,[O+:1]1=[C-:2][O:6][C:5]1(/[C:4](=[N:3]/[H:7])[H:8])[H:9],100.48446958664300,80.7558946549403
8291,[O:1]=[c:2]1[n:3]([H:7])[c:4]([H:8])[c:5]([H:9])[o:6]1,[O:1]=[C:2]1[N:3]([H:7])[C:4]([H:8])([H:9])[C-:5]=[O+:6]1,60.866958707059200,44.440566296683900
8292,[O:1]=[c:2]1[n:3]([H:7])[c:4]([H:8])[c:5]([H:9])[o:6]1,[O:1]=[C:2]1[N:3]([H:7])[C@:4]1([C:5](=[O:6])[H:9])[H:8],51.909388286292600,39.674294607884900
8293,[O:1]=[c:2]1[n:3]([H:7])[c:4]([H:8])[c:5]([H:9])[o:6]1,[O:1]([C:2]12[N:3]([H:7])[C:4]1([H:8])[C+:5]2[H:9])[O-:6],150.198574553081,137.486264584892
8294,[O:1]=[c:2]1[n:3]([H:7])[c:4]([H:8])[c:5]([H:9])[o:6]1,[N:3]1([H:7])[C:4]([H:8])=[C:5]1[H:9].[O:1]=[C:2]=[O:6],77.14772702399090,58.8387399868005
8295,[O:1]=[c:2]1[n:3]([H:7])[c:4]([H:8])[c:5]([H:9])[o:6]1,[O:1]=[C:2](/[N+:3](=[C:4](\[C-:5])[H:8])[H:7])[O:6][H:9],83.16787061940490,77.7213034842921
8296,[O:1]=[c:2]1[n:3]([H:7])[c:4]([H:8])[c:5]([H:9])[o:6]1,[O:1]=[C:2]1[N+:3]([H:7])=[C-:4][C:5]([H:8])([H:9])[O:6]1,55.355899182592,33.4400160764534
8297,[O:1]=[c:2]1[n:3]([H:7])[c:4]([H:8])[c:5]([H:9])[o:6]1,[C:4](#[C:5][H:9])[H:8].[O:1]1[C:2](=[N:3][H:7])[O:6]1,130.91226109099,129.94465083379
8298,[O:1]=[c:2]1[n:3]([H:7])[c:4]([H:8])[c:5]([H:9])[o:6]1,[O:1]([c:2]1[n:3][c:4]([H:8])[c:5]([H:9])[o:6]1)[H:7],51.3904971033173,14.1453415760485
8299,[O:1]=[c:2]1[n:3]([H:7])[c:4]([H:8])[c:5]([H:9])[o:6]1,[O:1]=[C:2](/[N:3]=[C:4](\[C:5](=[O:6])[H:9])[H:8])[H:7],63.1605093691131,24.3128661143582
8300,[C:1]([O:2]/[C:3](=[N:4]/[C:5]([H:10])([H:11])[H:12])[H:9])([H:6])([H:7])[H:8],[C:1]([O+:2]=[C-:3][N:4]([C:5]([H:10])([H:11])[H:12])[H:9])([H:6])([H:7])[H:8],77.7790015577455,40.688887791395400
8301,[C:1]([O:2]/[C:3](=[N:4]/[C:5]([H:10])([H:11])[H:12])[H:9])([H:6])([H:7])[H:8],[C:1]([O+:2]=[C:3]([N:4]([C-:5]([H:11])[H:12])[H:10])[H:9])([H:6])([H:7])[H:8],77.4470729240103,44.703668631165700
8302,[C:1]([O:2]/[C:3](=[N:4]/[C:5]([H:10])([H:11])[H:12])[H:9])([H:6])([H:7])[H:8],[C-:1]([O+:2]=[C:3]([N:4]=[C:5]([H:11])[H:12])[H:9])([H:6])[H:7].[H:8][H:10],85.51694654984150,68.0551623598723
8303,[C:1]([O:2]/[C:3](=[N:4]/[C:5]([H:10])([H:11])[H:12])[H:9])([H:6])([H:7])[H:8],[C:1]([O:2][C-:3]=[N+:4]=[C:5]([H:11])[H:12])([H:6])([H:7])[H:8].[H:9][H:10],65.1398947532632,52.989065196301200
8304,[C:1]([O:2]/[C:3](=[N:4]/[C:5]([H:10])([H:11])[H:12])[H:9])([H:6])([H:7])[H:8],[C:1]([N:4]([C:3](=[O:2])[H:9])[C:5]([H:10])([H:11])[H:12])([H:6])([H:7])[H:8],44.3107592263013,-18.9671610861654
8305,[C:1]([O:2]/[C:3](=[N:4]/[C:5]([H:10])([H:11])[H:12])[H:9])([H:6])([H:7])[H:8],[C-:3]#[N+:4][C:5]([H:10])([H:11])[H:12].[C:1]([O:2][H:9])([H:6])([H:7])[H:8],66.3910069411987,25.166450013125900
8306,[C:1]([O:2]/[C:3](=[N:4]/[C:5]([H:10])([H:11])[H:12])[H:9])([H:6])([H:7])[H:8],[C:1]([O:2][C:3]([N:4]=[C:5]([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8],77.10548756662730,16.152248214384200
8307,[O:1]=[c:2]1[o:3][c:4]([H:8])[c:5]([H:9])[c:6]([H:10])[c:7]1[H:11],[O:1]1[C:2]2=[C:7]([H:11])[C@@:6]1([H:10])[C:5]([H:9])=[C:4]([H:8])[O:3]2,124.298099526202,116.32321695721700
